tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Paulista A3,Sao Carlos,2.0,3.0,Marilia,4.0,8.0,95.0,102.0,15.0,10.0,19:00:00,2018-02-03,-1.0,1.0,LOST,WON,12.0
Paulista A3,Rio Branco SP,1.0,2.0,Capivariano SP,4.0,12.0,90.0,127.0,7.0,14.0,18:00:00,2018-02-03,-1.0,1.0,LOST,WON,16.0
Paulista A3,Rio Preto,1.0,1.0,Mogi Mirim,5.0,4.0,74.0,73.0,14.0,16.0,18:00:00,2018-02-03,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Atibaia,1.0,0.0,Velo Clube SP,8.0,3.0,105.0,86.0,15.0,6.0,18:00:00,2018-02-03,1.0,-1.0,WON,LOST,11.0
Paulista A3,Manthiqueira SP,1.0,2.0,Portuguesa Santista,5.0,4.0,117.0,106.0,7.0,5.0,18:00:00,2018-02-03,-1.0,1.0,LOST,WON,9.0
Paulista A3,Portuguesa Santista,1.0,0.0,Sao Carlos,9.0,3.0,107.0,99.0,13.0,7.0,22:00:00,2018-01-31,1.0,-1.0,WON,LOST,12.0
Paulista A3,Velo Clube SP,1.0,1.0,Marilia,6.0,2.0,98.0,75.0,7.0,4.0,22:00:00,2018-01-31,0.0,0.0,DRAW,DRAW,8.0
Paulista A3,Capivariano SP,2.0,1.0,Sao Bernardo SP,6.0,2.0,95.0,79.0,9.0,7.0,22:00:00,2018-01-31,1.0,-1.0,WON,LOST,8.0
Paulista A3,Noroeste,1.0,0.0,Uniao Barbarense,6.0,1.0,69.0,74.0,9.0,2.0,22:00:00,2018-01-31,1.0,-1.0,WON,LOST,7.0
Paulista A3,Mogi Mirim,3.0,4.0,Atibaia,4.0,8.0,58.0,74.0,7.0,20.0,22:00:00,2018-01-31,-1.0,1.0,LOST,WON,12.0
Paulista A3,Olimpia SP,1.0,2.0,EC Barretos,6.0,2.0,78.0,81.0,13.0,11.0,22:00:00,2018-01-31,-1.0,1.0,LOST,WON,8.0
Paulista A3,Taboao Da Serra,1.0,1.0,Rio Preto,5.0,4.0,82.0,91.0,7.0,11.0,18:00:00,2018-01-31,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Desportivo Brasil,0.0,0.0,GE Osasco,4.0,1.0,109.0,139.0,6.0,6.0,18:00:00,2018-01-31,0.0,0.0,DRAW,DRAW,5.0
Paulista A3,Monte Azul SP,1.0,0.0,Matonense,1.0,6.0,106.0,117.0,12.0,10.0,18:00:00,2018-01-31,1.0,-1.0,WON,LOST,7.0
Paulista A3,Rio Branco SP,2.0,1.0,Manthiqueira SP,13.0,4.0,93.0,70.0,28.0,5.0,18:00:00,2018-01-31,1.0,-1.0,WON,LOST,17.0
Paulista A3,EC Barretos,0.0,0.0,Rio Preto,4.0,3.0,93.0,83.0,18.0,15.0,12:00:00,2018-01-28,0.0,0.0,DRAW,DRAW,7.0
Paulista A3,Noroeste,0.0,0.0,Capivariano SP,5.0,4.0,90.0,77.0,13.0,6.0,12:00:00,2018-01-28,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Matonense,0.0,1.0,Desportivo Brasil,5.0,1.0,146.0,97.0,9.0,11.0,12:00:00,2018-01-28,-1.0,1.0,LOST,WON,6.0
Paulista A3,EC Sao Bernardo,3.0,2.0,Taboao Da Serra,3.0,4.0,157.0,105.0,11.0,8.0,22:00:00,2018-01-27,1.0,-1.0,WON,LOST,7.0
Paulista A3,Velo Clube SP,2.0,1.0,Rio Branco SP,9.0,2.0,74.0,60.0,21.0,11.0,21:00:00,2018-01-27,1.0,-1.0,WON,LOST,11.0
Paulista A3,Marilia,0.0,3.0,Portuguesa Santista,10.0,3.0,86.0,61.0,17.0,9.0,21:00:00,2018-01-27,-3.0,3.0,LOST,WON,13.0
Paulista A3,Uniao Barbarense,0.0,3.0,Monte Azul SP,4.0,5.0,103.0,104.0,12.0,12.0,19:00:00,2018-01-27,-3.0,3.0,LOST,WON,9.0
Paulista A3,Atibaia,0.0,1.0,Sao Carlos,10.0,4.0,74.0,49.0,16.0,9.0,18:00:00,2018-01-27,-1.0,1.0,LOST,WON,14.0
Paulista A3,Manthiqueira SP,2.0,3.0,Olimpia SP,4.0,5.0,129.0,108.0,14.0,11.0,18:00:00,2018-01-27,-1.0,1.0,LOST,WON,9.0
Paulista A3,GE Osasco,3.0,0.0,Mogi Mirim,6.0,6.0,104.0,100.0,10.0,7.0,12:00:00,2018-01-27,3.0,-3.0,WON,LOST,12.0
Paulista A3,Mogi Mirim,1.0,2.0,Capivariano SP,3.0,1.0,127.0,97.0,11.0,7.0,22:00:00,2018-01-24,-1.0,1.0,LOST,WON,4.0
Paulista A3,Olimpia SP,1.0,1.0,GE Osasco,3.0,5.0,80.0,79.0,13.0,15.0,22:00:00,2018-01-24,0.0,0.0,DRAW,DRAW,8.0
Paulista A3,Portuguesa Santista,0.0,0.0,Rio Branco SP,10.0,5.0,110.0,96.0,8.0,3.0,22:00:00,2018-01-24,0.0,0.0,DRAW,DRAW,15.0
Paulista A3,Sao Carlos,3.0,1.0,EC Barretos,11.0,8.0,83.0,135.0,8.0,9.0,21:30:00,2018-01-24,2.0,-2.0,WON,LOST,19.0
Paulista A3,Taboao Da Serra,3.0,3.0,Matonense,8.0,4.0,90.0,81.0,13.0,17.0,18:00:00,2018-01-24,0.0,0.0,DRAW,DRAW,12.0
Paulista A3,Desportivo Brasil,1.0,2.0,Noroeste,4.0,10.0,95.0,87.0,12.0,13.0,18:00:00,2018-01-24,-1.0,1.0,LOST,WON,14.0
Paulista A3,Rio Preto,2.0,0.0,Uniao Barbarense,4.0,5.0,69.0,77.0,16.0,16.0,18:00:00,2018-01-24,2.0,-2.0,WON,LOST,9.0
Paulista A3,Monte Azul SP,1.0,2.0,Velo Clube SP,3.0,6.0,109.0,103.0,10.0,13.0,18:00:00,2018-01-24,-1.0,1.0,LOST,WON,9.0
Paulista A3,EC Sao Bernardo,1.0,2.0,Atibaia,7.0,8.0,124.0,148.0,12.0,13.0,18:00:00,2018-01-23,-1.0,1.0,LOST,WON,15.0
Paulista A3,Velo Clube SP,0.0,1.0,Noroeste,7.0,6.0,85.0,79.0,10.0,8.0,12:00:00,2018-01-21,-1.0,1.0,LOST,WON,13.0
Paulista A3,Monte Azul SP,3.0,0.0,Desportivo Brasil,5.0,13.0,91.0,134.0,10.0,14.0,12:00:00,2018-01-21,3.0,-3.0,WON,LOST,18.0
Paulista A3,EC Barretos,0.0,0.0,GE Osasco,7.0,2.0,78.0,73.0,16.0,13.0,12:00:00,2018-01-21,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Mogi Mirim,2.0,2.0,Portuguesa Santista,1.0,6.0,137.0,109.0,9.0,9.0,12:00:00,2018-01-21,0.0,0.0,DRAW,DRAW,7.0
Paulista A3,Olimpia SP,2.0,0.0,Marilia,4.0,4.0,85.0,73.0,14.0,8.0,12:00:00,2018-01-21,2.0,-2.0,WON,LOST,8.0
Paulista A3,Uniao Barbarense,2.0,0.0,Manthiqueira SP,4.0,2.0,79.0,58.0,19.0,4.0,19:00:00,2018-01-20,2.0,-2.0,WON,LOST,6.0
Paulista A3,Capivariano SP,0.0,0.0,Atibaia,5.0,8.0,83.0,86.0,16.0,18.0,19:00:00,2018-01-20,0.0,0.0,DRAW,DRAW,13.0
Paulista A3,Rio Preto,0.0,0.0,Matonense,10.0,2.0,83.0,75.0,20.0,11.0,18:00:00,2018-01-20,0.0,0.0,DRAW,DRAW,12.0
Paulista A3,Manthiqueira SP,0.0,2.0,Taboao Da Serra,7.0,4.0,136.0,100.0,6.0,6.0,22:00:00,2018-01-17,-2.0,2.0,LOST,WON,11.0
Paulista A3,Noroeste,2.0,1.0,Mogi Mirim,2.0,1.0,96.0,93.0,14.0,5.0,22:00:00,2018-01-17,1.0,-1.0,WON,LOST,3.0
Paulista A3,Marilia,2.0,2.0,EC Barretos,2.0,4.0,60.0,79.0,12.0,9.0,22:00:00,2018-01-17,0.0,0.0,DRAW,DRAW,6.0
Paulista A3,Sao Carlos,1.0,1.0,Monte Azul SP,5.0,6.0,99.0,113.0,18.0,15.0,21:30:00,2018-01-17,0.0,0.0,DRAW,DRAW,11.0
Paulista A3,Portuguesa Santista,0.0,0.0,Rio Preto,6.0,1.0,126.0,89.0,17.0,10.0,18:00:00,2018-01-17,0.0,0.0,DRAW,DRAW,7.0
Paulista A3,Desportivo Brasil,0.0,1.0,Velo Clube SP,10.0,2.0,109.0,104.0,5.0,7.0,18:00:00,2018-01-17,-1.0,1.0,LOST,WON,12.0
Paulista A3,EC Sao Bernardo,4.0,2.0,Olimpia SP,7.0,0.0,98.0,85.0,12.0,4.0,18:00:00,2018-01-17,2.0,-2.0,WON,LOST,7.0
Paulista A3,GE Osasco,0.0,3.0,Capivariano SP,4.0,2.0,115.0,87.0,13.0,6.0,18:00:00,2018-01-17,-3.0,3.0,LOST,WON,6.0
Paulista A3,Atibaia,2.0,0.0,Rio Branco SP,5.0,4.0,94.0,112.0,21.0,15.0,18:00:00,2018-01-17,2.0,-2.0,WON,LOST,9.0
Paulista A3,Matonense,2.0,0.0,Uniao Barbarense,6.0,5.0,100.0,100.0,12.0,9.0,18:00:00,2018-01-17,2.0,-2.0,WON,LOST,11.0
Paulista A3,Inter de Limeira,0.0,2.0,Nacional SP,16.0,2.0,125.0,89.0,11.0,7.0,23:00:00,2017-05-27,-2.0,2.0,LOST,WON,18.0
Paulista A3,Nacional SP,0.0,1.0,Inter de Limeira,5.0,5.0,78.0,76.0,7.0,10.0,14:30:00,2017-05-20,-1.0,1.0,LOST,WON,10.0
Paulista A3,Olimpia SP,0.0,1.0,Nacional SP,2.0,2.0,81.0,88.0,21.0,9.0,14:00:00,2017-05-14,-1.0,1.0,LOST,WON,4.0
Paulista A3,Inter de Limeira,2.0,1.0,Monte Azul SP,7.0,0.0,90.0,68.0,18.0,7.0,23:00:00,2017-05-13,1.0,-1.0,WON,LOST,7.0
Paulista A3,Nacional SP,1.0,2.0,Olimpia SP,1.0,4.0,92.0,91.0,9.0,9.0,19:00:00,2017-05-06,-1.0,1.0,LOST,WON,5.0
Paulista A3,Olimpia SP,3.0,1.0,Portuguesa Santista,7.0,1.0,75.0,76.0,26.0,8.0,14:00:00,2017-04-30,2.0,-2.0,WON,LOST,8.0
Paulista A3,Rio Branco SP,1.0,3.0,Nacional SP,6.0,0.0,95.0,88.0,15.0,7.0,23:00:00,2017-04-29,-2.0,2.0,LOST,WON,6.0
Paulista A3,Inter de Limeira,2.0,1.0,Desportivo Brasil,6.0,4.0,79.0,91.0,7.0,9.0,21:00:00,2017-04-29,1.0,-1.0,WON,LOST,10.0
Paulista A3,Monte Azul SP,1.0,0.0,Taboao Da Serra,4.0,7.0,78.0,83.0,15.0,14.0,14:00:00,2017-04-29,1.0,-1.0,WON,LOST,11.0
Paulista A3,Nacional SP,0.0,0.0,Rio Branco SP,2.0,5.0,102.0,96.0,6.0,7.0,19:00:00,2017-04-22,0.0,0.0,DRAW,DRAW,7.0
Paulista A3,Taboao Da Serra,1.0,1.0,Monte Azul SP,10.0,4.0,93.0,104.0,15.0,10.0,19:00:00,2017-04-22,0.0,0.0,DRAW,DRAW,14.0
Paulista A3,Desportivo Brasil,1.0,1.0,Inter de Limeira,3.0,10.0,78.0,81.0,9.0,7.0,14:00:00,2017-04-22,0.0,0.0,DRAW,DRAW,13.0
Paulista A3,Flamengo SP,1.0,1.0,Comercial FC,4.0,12.0,81.0,93.0,9.0,16.0,14:00:00,2017-04-16,0.0,0.0,DRAW,DRAW,16.0
Paulista A3,Paulista FC,2.0,1.0,Taboao Da Serra,4.0,4.0,137.0,111.0,12.0,7.0,14:00:00,2017-04-16,1.0,-1.0,WON,LOST,8.0
Paulista A3,Rio Branco SP,2.0,0.0,GE Osasco,3.0,6.0,60.0,57.0,7.0,10.0,14:00:00,2017-04-16,2.0,-2.0,WON,LOST,9.0
Paulista A3,Atibaia,0.0,0.0,Inter de Limeira,2.0,2.0,129.0,128.0,10.0,7.0,14:00:00,2017-04-16,0.0,0.0,DRAW,DRAW,4.0
Paulista A3,Matonense,0.0,0.0,Portuguesa Santista,5.0,4.0,82.0,67.0,5.0,2.0,14:00:00,2017-04-16,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Independente SP,0.0,4.0,Olimpia SP,4.0,5.0,122.0,95.0,13.0,11.0,14:00:00,2017-04-16,-4.0,4.0,LOST,WON,9.0
Paulista A3,Monte Azul SP,2.0,2.0,Noroeste,1.0,4.0,97.0,73.0,10.0,8.0,14:00:00,2017-04-16,0.0,0.0,DRAW,DRAW,5.0
Paulista A3,Sao Carlos,1.0,1.0,São José dos Campos FC,11.0,8.0,94.0,95.0,14.0,11.0,14:00:00,2017-04-16,0.0,0.0,DRAW,DRAW,19.0
Paulista A3,São José dos Campos FC,5.0,0.0,Marilia,4.0,7.0,97.0,110.0,11.0,18.0,20:00:00,2017-04-09,5.0,-5.0,WON,LOST,11.0
Paulista A3,Comercial FC,1.0,1.0,Atibaia,7.0,2.0,118.0,92.0,12.0,9.0,14:00:00,2017-04-09,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Noroeste,1.0,0.0,Gremio Catanduvense,14.0,3.0,102.0,86.0,19.0,4.0,14:00:00,2017-04-09,1.0,-1.0,WON,LOST,17.0
Paulista A3,GE Osasco,2.0,1.0,Paulista FC,11.0,3.0,134.0,120.0,14.0,13.0,14:00:00,2017-04-09,1.0,-1.0,WON,LOST,14.0
Paulista A3,Desportivo Brasil,3.0,1.0,Flamengo SP,14.0,5.0,98.0,107.0,25.0,7.0,19:00:00,2017-04-08,2.0,-2.0,WON,LOST,19.0
Paulista A3,Portuguesa Santista,3.0,0.0,Independente SP,9.0,2.0,115.0,114.0,20.0,7.0,19:00:00,2017-04-08,3.0,-3.0,WON,LOST,11.0
Paulista A3,Taboao Da Serra,4.0,2.0,Monte Azul SP,7.0,2.0,103.0,143.0,4.0,10.0,19:00:00,2017-04-08,2.0,-2.0,WON,LOST,9.0
Paulista A3,Nacional SP,2.0,1.0,Sao Carlos,5.0,3.0,108.0,125.0,13.0,14.0,14:00:00,2017-04-08,1.0,-1.0,WON,LOST,8.0
Paulista A3,Rio Branco SP,1.0,1.0,Desportivo Brasil,2.0,4.0,138.0,153.0,9.0,13.0,00:00:00,2017-04-06,0.0,0.0,DRAW,DRAW,6.0
Paulista A3,Portuguesa Santista,2.0,2.0,GE Osasco,4.0,5.0,121.0,110.0,15.0,14.0,00:00:00,2017-04-06,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Olimpia SP,2.0,1.0,Nacional SP,2.0,4.0,94.0,90.0,13.0,8.0,00:00:00,2017-04-06,1.0,-1.0,WON,LOST,6.0
Paulista A3,Paulista FC,2.0,2.0,Comercial FC,11.0,3.0,131.0,114.0,19.0,9.0,23:30:00,2017-04-05,0.0,0.0,DRAW,DRAW,14.0
Paulista A3,Gremio Catanduvense,3.0,2.0,Independente SP,11.0,4.0,41.0,64.0,18.0,8.0,23:30:00,2017-04-05,1.0,-1.0,WON,LOST,15.0
Paulista A3,Taboao Da Serra,1.0,0.0,Inter de Limeira,1.0,4.0,4.0,15.0,1.0,,21:00:00,2017-04-05,1.0,-1.0,WON,LOST,5.0
Paulista A3,Monte Azul SP,3.0,0.0,Sao Carlos,4.0,4.0,82.0,86.0,6.0,5.0,19:00:00,2017-04-05,3.0,-3.0,WON,LOST,8.0
Paulista A3,Atibaia,3.0,0.0,São José dos Campos FC,4.0,6.0,135.0,141.0,17.0,13.0,19:00:00,2017-04-05,3.0,-3.0,WON,LOST,10.0
Paulista A3,São José dos Campos FC,1.0,3.0,Noroeste,3.0,0.0,147.0,126.0,21.0,9.0,20:00:00,2017-04-02,-2.0,2.0,LOST,WON,3.0
Paulista A3,Inter de Limeira,1.0,0.0,Nacional SP,5.0,1.0,69.0,59.0,18.0,8.0,14:00:00,2017-04-02,1.0,-1.0,WON,LOST,6.0
Paulista A3,Comercial FC,1.0,1.0,Marilia,11.0,4.0,82.0,78.0,17.0,10.0,14:00:00,2017-04-02,0.0,0.0,DRAW,DRAW,15.0
Paulista A3,Matonense,1.0,0.0,Gremio Catanduvense,6.0,3.0,90.0,74.0,10.0,5.0,14:00:00,2017-04-02,1.0,-1.0,WON,LOST,9.0
Paulista A3,Independente SP,0.0,1.0,Desportivo Brasil,10.0,4.0,84.0,80.0,12.0,7.0,23:00:00,2017-04-01,-1.0,1.0,LOST,WON,14.0
Paulista A3,Sao Carlos,0.0,0.0,Portuguesa Santista,1.0,1.0,95.0,88.0,12.0,9.0,22:00:00,2017-04-01,0.0,0.0,DRAW,DRAW,2.0
Paulista A3,Rio Branco SP,1.0,1.0,Taboao Da Serra,8.0,5.0,104.0,86.0,16.0,10.0,20:00:00,2017-04-01,0.0,0.0,DRAW,DRAW,13.0
Paulista A3,Flamengo SP,1.0,2.0,Atibaia,15.0,7.0,147.0,96.0,6.0,4.0,14:00:00,2017-04-01,-1.0,1.0,LOST,WON,22.0
Paulista A3,Paulista FC,0.0,1.0,Olimpia SP,5.0,3.0,136.0,106.0,8.0,7.0,14:00:00,2017-04-01,-1.0,1.0,LOST,WON,8.0
Paulista A3,GE Osasco,0.0,2.0,Noroeste,5.0,5.0,158.0,112.0,17.0,14.0,23:00:00,2017-03-30,-2.0,2.0,LOST,WON,10.0
Paulista A3,São José dos Campos FC,1.0,2.0,Inter de Limeira,5.0,11.0,104.0,131.0,9.0,9.0,00:00:00,2017-03-30,-1.0,1.0,LOST,WON,16.0
Paulista A3,Independente SP,3.0,1.0,Monte Azul SP,3.0,5.0,85.0,92.0,8.0,11.0,00:00:00,2017-03-30,2.0,-2.0,WON,LOST,8.0
Paulista A3,Gremio Catanduvense,0.0,0.0,Rio Branco SP,3.0,8.0,103.0,105.0,2.0,8.0,23:30:00,2017-03-29,0.0,0.0,DRAW,DRAW,11.0
Paulista A3,Sao Carlos,1.0,1.0,Flamengo SP,10.0,2.0,119.0,113.0,12.0,8.0,23:00:00,2017-03-29,0.0,0.0,DRAW,DRAW,12.0
Paulista A3,Taboao Da Serra,1.0,0.0,Comercial SP,4.0,3.0,120.0,102.0,11.0,11.0,21:00:00,2017-03-29,1.0,-1.0,WON,LOST,7.0
Paulista A3,Desportivo Brasil,0.0,0.0,Olimpia SP,3.0,2.0,117.0,99.0,3.0,6.0,19:00:00,2017-03-29,0.0,0.0,DRAW,DRAW,5.0
Paulista A3,Nacional SP,1.0,0.0,Matonense,4.0,7.0,87.0,102.0,5.0,9.0,19:00:00,2017-03-29,1.0,-1.0,WON,LOST,11.0
Paulista A3,Portuguesa Santista,2.0,0.0,Atibaia,2.0,5.0,110.0,118.0,5.0,12.0,23:00:00,2017-03-28,2.0,-2.0,WON,LOST,7.0
Paulista A3,Noroeste,1.0,2.0,Taboao Da Serra,2.0,5.0,106.0,87.0,13.0,8.0,14:00:00,2017-03-26,-1.0,1.0,LOST,WON,7.0
Paulista A3,Olimpia SP,5.0,0.0,Gremio Catanduvense,6.0,4.0,78.0,75.0,16.0,3.0,14:00:00,2017-03-26,5.0,-5.0,WON,LOST,10.0
Paulista A3,Flamengo SP,1.0,2.0,Independente FC Limeira,8.0,4.0,133.0,122.0,10.0,10.0,14:00:00,2017-03-26,-1.0,1.0,LOST,WON,12.0
Paulista A3,Comercial SP,1.0,0.0,São José dos Campos FC,8.0,4.0,80.0,80.0,16.0,9.0,14:00:00,2017-03-26,1.0,-1.0,WON,LOST,12.0
Paulista A3,Marilia,1.0,0.0,Sao Carlos,5.0,7.0,81.0,76.0,16.0,2.0,22:00:00,2017-03-25,1.0,-1.0,WON,LOST,12.0
Paulista A3,Rio Branco SP,1.0,0.0,Matonense,6.0,5.0,,,1.0,,19:00:00,2017-03-25,1.0,-1.0,WON,LOST,11.0
Paulista A3,Paulista FC,2.0,1.0,Portuguesa Santista,6.0,7.0,101.0,117.0,8.0,5.0,18:00:00,2017-03-25,1.0,-1.0,WON,LOST,13.0
Paulista A3,Atibaia,0.0,1.0,Monte Azul SP,4.0,2.0,120.0,123.0,9.0,7.0,18:00:00,2017-03-25,-1.0,1.0,LOST,WON,6.0
Paulista A3,Nacional SP,1.0,1.0,Desportivo Brasil,1.0,4.0,131.0,103.0,7.0,8.0,18:00:00,2017-03-25,0.0,0.0,DRAW,DRAW,5.0
Paulista A3,Inter de Limeira,2.0,1.0,Gremio EO,7.0,5.0,122.0,125.0,12.0,17.0,13:00:00,2017-03-25,1.0,-1.0,WON,LOST,12.0
Paulista A3,Independente SP,1.0,3.0,São José dos Campos FC,9.0,4.0,128.0,133.0,8.0,7.0,23:00:00,2017-03-22,-2.0,2.0,LOST,WON,13.0
Paulista A3,Portuguesa Santista,2.0,0.0,Comercial SP,3.0,3.0,102.0,122.0,13.0,6.0,23:00:00,2017-03-22,2.0,-2.0,WON,LOST,6.0
Paulista A3,Gremio Catanduvense,0.0,1.0,Paulista FC,5.0,1.0,87.0,98.0,5.0,9.0,22:56:13,2017-03-22,-1.0,1.0,LOST,WON,6.0
Paulista A3,GE Osasco,2.0,0.0,Marilia,6.0,5.0,122.0,128.0,8.0,14.0,22:00:00,2017-03-22,2.0,-2.0,WON,LOST,11.0
Paulista A3,Sao Carlos,2.0,1.0,Olimpia SP,2.0,5.0,114.0,128.0,7.0,5.0,22:00:00,2017-03-22,1.0,-1.0,WON,LOST,7.0
Paulista A3,Atibaia,1.0,1.0,Taboao Da Serra,4.0,5.0,108.0,96.0,8.0,13.0,18:00:00,2017-03-22,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Monte Azul SP,2.0,2.0,Rio Branco SP,6.0,9.0,109.0,101.0,9.0,6.0,18:00:00,2017-03-22,0.0,0.0,DRAW,DRAW,15.0
Paulista A3,Matonense,2.0,1.0,Flamengo SP,6.0,3.0,87.0,91.0,14.0,6.0,18:00:00,2017-03-22,1.0,-1.0,WON,LOST,9.0
Paulista A3,Desportivo Brasil,2.0,1.0,Inter de Limeira,4.0,9.0,85.0,101.0,6.0,15.0,18:00:00,2017-03-22,1.0,-1.0,WON,LOST,13.0
Paulista A3,São José dos Campos FC,1.0,1.0,Desportivo Brasil,4.0,9.0,62.0,70.0,13.0,12.0,19:00:00,2017-03-19,0.0,0.0,DRAW,DRAW,13.0
Paulista A3,Flamengo SP,2.0,2.0,Gremio Catanduvense,7.0,2.0,177.0,120.0,12.0,11.0,13:00:00,2017-03-19,0.0,0.0,DRAW,DRAW,9.0
Paulista A3,Monte Azul SP,2.0,0.0,Portuguesa Santista,4.0,3.0,85.0,92.0,9.0,5.0,13:00:00,2017-03-19,2.0,-2.0,WON,LOST,7.0
Paulista A3,Olimpia SP,1.0,0.0,Noroeste,4.0,7.0,,,1.0,,13:00:00,2017-03-19,1.0,-1.0,WON,LOST,11.0
Paulista A3,Matonense,0.0,0.0,Atibaia,3.0,0.0,84.0,84.0,19.0,4.0,13:00:00,2017-03-19,0.0,0.0,DRAW,DRAW,3.0
Paulista A3,Inter de Limeira,1.0,1.0,Comercial FC,4.0,10.0,119.0,109.0,10.0,8.0,22:00:00,2017-03-18,0.0,0.0,DRAW,DRAW,14.0
Paulista A3,Nacional SP,1.0,0.0,Marilia,3.0,8.0,104.0,142.0,8.0,17.0,18:00:00,2017-03-18,1.0,-1.0,WON,LOST,11.0
Paulista A3,Paulista FC,1.0,0.0,Independente FC Limeira,9.0,1.0,124.0,118.0,14.0,5.0,18:00:00,2017-03-18,1.0,-1.0,WON,LOST,10.0
Paulista A3,Taboao Da Serra,2.0,1.0,GE Osasco,1.0,11.0,111.0,131.0,13.0,11.0,18:00:00,2017-03-18,1.0,-1.0,WON,LOST,12.0
Paulista A3,Rio Branco SP,1.0,0.0,Sao Carlos,6.0,5.0,124.0,92.0,12.0,6.0,13:00:00,2017-03-18,1.0,-1.0,WON,LOST,11.0
Paulista A3,Noroeste,0.0,2.0,Portuguesa Santista,4.0,6.0,96.0,73.0,11.0,15.0,23:00:00,2017-03-16,-2.0,2.0,LOST,WON,10.0
Paulista A3,Comercial FC,1.0,0.0,FC Olimpia,2.0,4.0,90.0,80.0,8.0,9.0,23:00:00,2017-03-15,1.0,-1.0,WON,LOST,6.0
Paulista A3,Independente FC Limeira,1.0,0.0,Rio Branco SP,4.0,6.0,112.0,119.0,4.0,11.0,23:00:00,2017-03-15,1.0,-1.0,WON,LOST,10.0
Paulista A3,Marilia,0.0,3.0,Inter de Limeira,6.0,3.0,79.0,78.0,16.0,14.0,23:00:00,2017-03-15,-3.0,3.0,LOST,WON,9.0
Paulista A3,São José dos Campos FC,3.0,0.0,Taboao Da Serra,2.0,11.0,109.0,126.0,13.0,12.0,23:00:00,2017-03-15,3.0,-3.0,WON,LOST,13.0
Paulista A3,GE Osasco,4.0,0.0,Flamengo SP,6.0,7.0,123.0,124.0,13.0,9.0,22:00:00,2017-03-15,4.0,-4.0,WON,LOST,13.0
Paulista A3,Sao Carlos,2.0,0.0,Matonense,6.0,2.0,106.0,101.0,9.0,14.0,22:00:00,2017-03-15,2.0,-2.0,WON,LOST,8.0
Paulista A3,Desportivo Brasil,2.0,1.0,Paulista FC,11.0,4.0,106.0,86.0,9.0,11.0,18:00:00,2017-03-15,1.0,-1.0,WON,LOST,15.0
Paulista A3,Gremio Catanduvense,1.0,1.0,Monte Azul SP,3.0,15.0,78.0,86.0,12.0,26.0,18:00:00,2017-03-15,0.0,0.0,DRAW,DRAW,18.0
Paulista A3,Nacional SP,1.0,2.0,Atibaia,8.0,8.0,142.0,124.0,9.0,22.0,18:00:00,2017-03-15,-1.0,1.0,LOST,WON,16.0
Paulista A3,Flamengo SP,1.0,0.0,São José dos Campos FC,1.0,9.0,118.0,149.0,7.0,11.0,13:00:00,2017-03-12,1.0,-1.0,WON,LOST,10.0
Paulista A3,GE Osasco,3.0,1.0,Gremio Catanduvense,3.0,9.0,108.0,95.0,10.0,6.0,13:00:00,2017-03-12,2.0,-2.0,WON,LOST,12.0
Paulista A3,Monte Azul SP,2.0,0.0,Inter de Limeira,5.0,7.0,36.0,38.0,7.0,5.0,13:00:00,2017-03-12,2.0,-2.0,WON,LOST,12.0
Paulista A3,Comercial,0.0,0.0,Desportivo Brasil,4.0,4.0,93.0,77.0,13.0,6.0,13:00:00,2017-03-12,0.0,0.0,DRAW,DRAW,8.0
Paulista A3,Marilia,1.0,0.0,Noroeste,13.0,2.0,62.0,52.0,11.0,8.0,22:00:00,2017-03-11,1.0,-1.0,WON,LOST,15.0
Paulista A3,Independente SP,3.0,1.0,Taboao Da Serra,6.0,5.0,114.0,127.0,6.0,4.0,22:00:00,2017-03-11,2.0,-2.0,WON,LOST,11.0
Paulista A3,Sao Carlos,3.0,1.0,Paulista FC,4.0,6.0,112.0,134.0,10.0,10.0,21:00:00,2017-03-11,2.0,-2.0,WON,LOST,10.0
Paulista A3,Portuguesa Santista,2.0,2.0,Nacional SP,10.0,2.0,141.0,114.0,12.0,8.0,18:00:00,2017-03-11,0.0,0.0,DRAW,DRAW,12.0
Paulista A3,Atibaia,0.0,1.0,Rio Branco SP,5.0,6.0,86.0,82.0,11.0,14.0,18:00:00,2017-03-11,-1.0,1.0,LOST,WON,11.0
Paulista A3,Matonense,0.0,2.0,Olimpia SP,6.0,5.0,74.0,69.0,23.0,12.0,13:00:00,2017-03-11,-2.0,2.0,LOST,WON,11.0
Paulista A3,Olimpia SP,3.0,1.0,GE Osasco,7.0,4.0,79.0,77.0,21.0,9.0,23:00:00,2017-03-08,2.0,-2.0,WON,LOST,11.0
Paulista A3,Rio Branco SP,0.0,2.0,Sao Jose SP,12.0,4.0,69.0,58.0,16.0,5.0,23:00:00,2017-03-08,-2.0,2.0,LOST,WON,16.0
